movie,sentence,score
탑건: 매버릭,중학생때 탑건 봣는데 톰오빠 여전히 멋잇고 연기최고에요~! 전투기에 내가 앉아잇는거 같은 착각이 들정도. 나도 모르게 고개가 좌우로 ㅎㅎ고도상승할때 얼굴힘들어가고..  전투기씬 스릴감 최고에요,10
삼양동 정육점,쓰레기영화 여배우나 남자배우나 그러니 이뒤 에 나온 영화실패작 이거나 뱨우들이 빛을 못보지 영화 잘골라서 출연해라,1
공공의 적,"설경구의 “강철중” 캐릭터는 한국 영화 역사상 가장 인상적이고 강렬한 경찰 캐릭터이고, 악당을 처리하는 이야기는 충분히 몰입이 된다. 단지 사건 해결에 있어 디테일은 조금 아쉽다.",7
탑건: 매버릭,다른 등장인물은 블러처리된듯..  톰만 보이는 신기한 경험을 하고 옴,10
청년경찰,내 인생 영화 탑 3 여러번 봐도 안질림,10
탑건: 매버릭,진짜 내가 본 최고의 영화였다,10
마녀(魔女) Part2. The Other One,1편이 뭐 엄청 대단하게 뜬줄 착각하는듯..아무 내용도 없음.,2
마녀(魔女) Part2. The Other One,재미만 있구만!!..,10
지금 만나러 갑니다,내 인생영화 top2 여러번봐도 질리지 않음점점 익숙해지다가 후반쯤에 감동,10
군다,"무인의 풍경, 가축의 원운동을 트랙터와 트레일러의 직선 운동이 가로지른다. 보기보다 영리한 Гунда는 전기 울타리를 넘어갈 수 없다는 사실을 기억하고 있다. 돼지는 돌고 돌아 혼자였던 처음으로 돌아간다. 지능이 높은 동물일수록 짙은 감정을 느끼는 걸지도 모른다.하지만 세계가 개체에게 내리는 근원적 가르침은 불공평이며 생태계의 전제는 먹이 사슬이다. 파리는 제3 세계 난민이든 가축이든 가리지 않고 저항할 수 없는 생물 위에 앉는다. 유기체는 자연스럽게 유기체를 먹어 왔고 따지자면 식물 역시 생물이다. 비건은 캣맘처럼 주장의 시-발점 자체가 모순이다.",6
더 킬러: 죽어도 되는 아이,미친 이거 댓글 주작이에요 보지마세요네이버 이런식으로 영화 홍보하지마세요,2
낙원의 밤,1점도 아깝다 ㅋㅋㅋ이게 느와르냐 제주도 힐링영화냐??유일하게 볼만한게 차승원이 재밌게 연기하는거 그거하나다 OO거,1
명탐정 코난: 할로윈의 신부,"이전 코난 극장판과는 다르다!! 이제야 진짜 원래대로 돌아옴..연출부터 인물, ost까지..완벽 ㅜㅜ",10
용루각: 비정도시,봐야합니다 두번봐야합니다,10
삼양동 정육점,단언컨대 이 영화는 제가 40가까이 살면서 봤던 영화중 최악입니다.,2
명탐정 코난: 할로윈의 신부,코난 역대급임 요새 나오는 코난 보면서 뻔하다고 생각했는데 그냥 미쳤음 말로 표현이 안된다,10
탑건: 매버릭,포디 안보면 살면서 할수있는 전율끼치는 경험중 하나를 못해보는것과 같습니다,10
탑건: 매버릭,설명 필요없는 최고의 영화,10
마녀(魔女) Part2. The Other One,3편이 기대됨 1편보고 2편 기대한거처럼 꼭 미국sf보는 느낌,10
헤어질 결심,그럭저럭 괜찮긴 한데 뭔가 저는 감정이입이 안 됐어요. 근데 영화 끝나고 나서 좀 먹먹하더라구요. 그래도 기대를 좀 해서 그런지 기대이하였어요.,6
탑건: 매버릭,톰크루즈가 대단하긴한데 그냥 대단하긴하다. 그때 그 OST가 나올락 말락.,6
닥터 스트레인지: 대혼돈의 멀티버스,난 재미있는데. 그런데 진짜 음악 마법은 너무 뜬금없다.,9
탑건: 매버릭,전체적으로 넘 재밌었어요.. 확실히 4DX로 보니까 더 재밌고 몰입 되는 것 같았고 개인적으로 OST가 정말.. 웅장하고 영화랑 너무너무 잘 어울려서 보면서 감탄했어요 사람들이 재밌다고 하는 데에는 이유가 있구나 싶은 영화ㅎㅎ,10
엘비스,보헤미안 랩소디 보다 훨씬 즐겁게 봤습니다 시간가는줄 몰랐네요 위인 엘비스!,10
탑건: 매버릭,진짜 재밌음 설명 할 수 없는 감동?,10
마녀(魔女) Part2. The Other One,엄마랑 같이봣는대 둘다 잘뻔햇어요,1
헤어질 결심,"끝날때 부터 눈물이 흐릅니다이렇게도 사랑할 수가 있다니,,마지막 음악이 나오면서 점점 눈물이 더 차오르는데너무 일찍 불이 켜지고 직원들이 들어와서감동을 더 느끼지 못한게 아쉽네요",10
탑건: 매버릭,"처음부터 끝까지 점점 흥미가 올라가는 영화, 마지막엔 피크찍음",10
캅샵: 미친놈들의 전쟁,대존잼임 이거 ㅋㅋ 6점짜리 영화 절대 아님,10
토르: 러브 앤 썬더,평점 너무안좋아서 기대를 너무낮춰놔서 나쁘지않았어요 그치만 여운1도 안남고 b급액션영화본느낌,7
그레이 맨,흔해빠진 재료로 끝장나는 요리를 선보이는 장비 좋은 쉐프. 뭐 어쨌든 맛있다,10
원샷,총을 줍자 땅에 깔린게 총!!,4
RRR: 라이즈 로어 리볼트,몇년간 본 영화중에 최고..마블 다 씹어먹고 마동석도 상대 안됨ㅋㅋ어떻게 이런 상상을 할 수 있을까 감탄의 연속..우리나라 일본식민지시대랑 대입되어 너무 통쾌하고 신나네요!요 감독이 기생충 보다 잠들었다는데 이영화 보니잠들만합니다..,10
토르: 러브 앤 썬더,재밌는데 왜 평점이 낮지ㅠㅠㅠ영화관에 웃는사람들도 많고 최근 토르 이미지 변한거에 잘 어울리는 스토리였음~!오히려 코믹부분 추가된게 더 좋았어요~,10
헤어질 결심,깊은 바다에 버려요 아무도 못 찾게 나의 마음을 친절한 형사의 심장을,10
빅샤크4 : 바다공룡 대모험,너무지루했어요 공룡과바다동물좋아하는 아인데모사사우르스 하나만 몇번나오고 바다동물은 아예 나오지도않고 로보트끼리 얘기만주구장창하는데 감동도스릴도영상미도웃음포인트도없음제목이왜빅샤크인지 모르겠고 차라리 시끌벅적유치뽕짝라도했으면 그림이라도봤을텐데.빅노잼,1
그대가 조국,적당히들 해라 대깨들아,1
마녀(魔女) Part2. The Other One,재밌는데 왜 평점이 낮징..ㅠㅠ,10
헤어질 결심,제목은 헤결이지만 둘의 이야기는 미결로 남았다.,9
브로커,평점 무슨일...슬프네요...,8
마녀(魔女) Part2. The Other One,재미있었네요 토우가 쌔네용ㅋㅋ 재밋엉,10
쥬라기 월드: 도미니언,내용이 완전 산으로 갔네. 공룡영화인지 액션영환인지...보다 졸았다 ㅋㅋ,2
노 원 리브스,오리지널 스릴러영화라기보다는오락성을 가미한 블랙코미디영화에 가까운듯.악마를 보았다. 같은 경우 악인의 끝을 본것같은 충격이 있었는데,6
명탐정 코난: 할로윈의 신부,그냥 잘생겼음 쿠키영상 끝까지 꼭 보세요,10
토르: 러브 앤 썬더,토르를 1편부터 쭉 봐왔고 재미만을 위해 보는게 아니라면 절대 실망 안함,10
차이나타운,짜임새 좋고 잘만들었네요. 잔인하지만 여운이 남습니다..,10
탑건: 매버릭,우렀따,10
탑건: 매버릭,"감동, 낭만, 슬픔, 액션 다 들어있는....",10
탑건: 매버릭,"영화 정말 오랜만에 봤는데 스토리도 있고, 좋은 영화입니다. 잘봤습니다.",10
헤어질 결심,"박찬욱감독의 영화를 보러갈때는 폭력성과 선정성에 대한 마음의 준비가 필요했었다. 이번에는 그저 편하게 미장센과 배우들의 연기, 음악을 있는 그대로 느낄수 있어 좋았다.  박찬욱감독의 새롭지만 그다운 작품.",10
더 킬러: 죽어도 되는 아이,앞으로 그 어떤 킬러도 장혁한텐 안될 것 같네요장혁 하면 킬러킬러 하면 장혁 이젠 장혁이 어떤 연기를 해도킬러 이미지는 못 벗겠네요,10
탑건: 매버릭,재밌어서 또 보고싶어용ㅎ,10
헤어질 결심,가불은 불가를 이은 원전완전안전..,10
디어 에반 핸슨,노래도 너무 좋지만 중요한 메시지를 잘 전달함. 전혀 지루하지 않던데,10
나이트메어,공포영화 시리즈의 레전드,6
원스 어폰 어 타임... 인 할리우드,감독녀석 치매왔나? 레오나르도 디카프리오와 브래드 피트로 이딴 노잼 영화나 만들다니 ㅋㅋ,1
큐어,들여보고 싶지 않은 내면의 악함을 마주했을때 느껴지는 진한 불쾌감이 영화를 보고나서도 계속된다.,9
명탐정 코난: 할로윈의 신부,역시나 너무 재밌어요ㅠㅠㅠ,10
레디 플레이어 원,한 영화에 이런 세계관과 상상력을 사용한다는 것은 초인적 능력이다,7
마녀(魔女) Part2. The Other One,액션 연출이 뭔가 허전하고 인물간 개연성이 약하고그래도 하지만 기다려지는 영화이종석은 진짜 믿고 거른다,6
너를 죽이고,한정된 공간 안에서 각각의 인물들이 돈을 목적으로 김미정의 존재를 찾기위해 풀어가는 긴장감있는 전개가 흥미로웠습니다. 영화 잘 봤습니다!!,8
탑건: 매버릭,그냥 모든 면에서 인생영화입니다. 미쳤습니다.,10
토르: 러브 앤 썬더,다가올 MCU 페이즈4의 광고판. PC 묻은 수위는 제2의 스타워즈.Thanos was RIGHT!,1
변호인,오랜만에 다시 봐도 최고의 영화네요,10
탑건: 매버릭,내가 전투기 타고 있는 듯한 느낌..,10
변호인,오랜만에 다시 봐도 최고의 영화네요,10
마녀,다 좋은데 액션 연출이 뭔가 아쉬워..,4
멘,"서양 문화에서 성경을 기반으로 장면들이 구상되어있고, 데이트폭력과 연인자살에 트라우마 있는 관람객들에겐 매우 치명적인 공포를 선사하는 영화입니다.19세 영화에 걸맞는 연출이 맞으며, 일반인들은 납득하기 어려운 상황또한 많습니다.단순히 성경을 이해하지 않고 본다면 일반인 시선에서 해석할 꺼리는남편이 자살한 사건 이후로 악몽이 시작된 것으로 이해하시면 편할겁니다관람객들 스스로 해석하기에 재밋는 영화이며,개인적인 해석중 하나는 조명의 깜빡거림은 주인공이 문득문득 떠오르는 악몽들을 표현한것으로 생각합니다. 주인공의 가장 큰 트라우마는 역시 남편이다보니 엔딩에 표현되었고토속신앙에 대해 민들레씨는 정자와 난자의 수정을 표현하였습니다.주인공 친구가 임신해서 도착한 장면 또한 악몽에서 벗어난게 아니라고 해석됩니다.",10
탑건: 매버릭,간만에 진한감동받고 나온 영화다시 보고싶은영화 최고입니다,10
헤어질 결심,왠지 모를 불편함 속에서 해준과 서래의 감정을 따라가게 된다.쉽지 않은 영화만큼 이 영화가 주는 여운은 더 깊었다.복붙같던 영화들 사이에서 진정한 영화를 본 느낌이었다,10
너를 죽이고,"허허 넷플릭스... 요즘...방향을 잃어가는건지, 방향을 새롭게 잡고 가는 건지... 오늘 휴일이라 뒹굴며 용루각1,2, 너를 죽이고 봤는데...ㅎㅎ 다... 나의 상식선에서 봤을때 영화 연출,연기,스토리 등 희한하게 감... 근데 이 영화들이 썩 몰입감은 없는건 아니라서...안끄고 ""그래 뭐라하나 보자"" 하고 일단은 끝까지 보긴 봄... ㅎㅎㅎㅎ 이후 내가 뭘 본건가...나만 끝까지 봐놓고 비판하는건가...다른사람 의견찾아보는데 시간 또 쓰는데, 사람들 다 화나있음... 이걸 생각하면 아~무~생각없이 킬링타임 해보고 이게... 맞나... 하고 검색하게 만드는게 넷플릭스 의도인가... 싶기도함ㅎ 그래서 그 의도라면 평점 4점 고고!",4
마녀(魔女) Part2. The Other One,기다렸던 만큼의 기대감이 없었어..,4
갓파 쿠와 여름방학을,정말 명작입니다ㅠㅠㅠㅠ너무 감동받았어요..,10
클래식,이영화에 더이상 말이필요한가,10
데드캠핑 더라이브,속이다시원 근데최후빌런 너무빨리죽임,10
1987,특정 세대 뿐만이 아니라 많은 국민이 알아야할 사실,8
베네데타,생각보다 인상적인 영화 욕망과 신앙에 대해 생각해보게 만듬,7
헤어질 결심,.,10
헤어질 결심,프랑스 칸 영화제에서 감독상을 수상한 이유를 충분히 알 수 있는 작품이었다.,10
마녀(魔女) Part2. The Other One,조민수 쌍둥이에 대한 얘기도좀 넣고 했음 더 좋았을듯 나오는 연기자들 토우들? 연기학원 학생들 몇명 데려다 쓴거 같아요ㅠ주인공도 대사도 별로없고 cg가 다 알아서 해줌,6
토르: 러브 앤 썬더,액션도 밋밋...서사도 밋밋..이제 마블의 몰락 시작,6
하우스 오브 구찌,기대보다 별로였음,6
탑건: 매버릭,톰 크루즈가 왜 탑인지 알수있다,10
헤어질 결심,미장센이 훌륭하지만 그뿐이다.,7
엘비스,영화보는내내 떨림.조마조마.. 2시간40분언제지났는지 몰랑^^,10
스파이더헤드,재평가가 필요하다..,10
탑건: 매버릭,성능좋은 F15기,10
브로커,"그래 뭐 결말은 괜찮은데 씬 구성이 촘촘하지 못했어서인지 중간중간 개연성이 없어보임, 소설책을 대충 급하게 후루룩 읽은 기분",6
퍼펙트 케어,당신은 사냥감인가 포식자인가,10
마녀(魔女) Part2. The Other One,"제가 본 이 영화는 굉장히 신선한 기분이였어요~ 액션신을 했던 모든 젊은 배우님들의 캐스팅이 너무 멋졌던거 같아요~ 만약 오래 보아왔던 익숙한 배우님들이였다면 조금 지루했을거 같은데요 ^^;;;; 정말 최고였던거 같습니다~표정, 억양 등 제가 보는 시선에서는 정말 최고였던거 같습니다~ 감독님의 액션 구성도 최고였구요~ 정말 잘 만드신거 같아요~♡오랜만에 박진감 넘치는 멋진 영화 본거 같아서 기분 좋으네유~^^♡",10
뒤틀린 집,뭘 봤는지 모르겠어요..,6
탑건: 매버릭,완벽함 절대 보고 후회안함,10
1917,이 영화를 볼때만은 내가 제3의 분대원이 된것 같았다.,8
더 킬러: 죽어도 되는 아이,"액션 영화면 평점 신경 안쓰고 즐겨보는 사람으로서 액션은 좋습니다. 다만, 저와 같은 분들이 아니라면 실망이 클수 있을듯 하네요~! 스토리/액션 비율을 따진다면 1:9 느낌이에요 ㅎㅎ..",4
탑건: 매버릭,레전드 인생영화 개꿀잼,10
멘,무료쿠폰으로 보기엔 나쁘지 않았음,5
주(咒),"한 때 ""이 댓글을 보면~"" 저주 퍼붓는 댓글처럼 이 영화를 보면 나에게 저주하는 영화라 감독 죽이고싶네",2
더 드라이버,마크 형 이럼 안돼,3
헤어질 결심,내가 그렇게 나쁩니까.,10
토르: 러브 앤 썬더,아 진짜 너무하잖아요 토르형..,3
마녀(魔女) Part2. The Other One,시바시바 하다가 끝나네?중2병 걸리셨어요?아니 아무리 생각해봐도 모든 대사를 시바시바 하는게 이해가 안되네요. 중고딩 연령층 한정 영화인가요?아니면 감독 감성이 중고딩인가요? 보고 있자니 욕 나오는 영화는 진짜 간만이네요.,4
헤어질 결심,"이해이자 오해이고, 의심이자 확신이다. 안개같은 감정들을 담아내는 눈을 통해 번역되는 사랑",10
킬링 소프틀리,"사회는 비지니스, 닥쳐라 정치",7
탑건: 매버릭,진짜 ㅋㅋㅋㅋ 재밌게 봤다고 생각했던 범죄도시2도 평점은 안 줬는데 탑건은 줘야겠음…,10
어썰트 33,뭐냐?이 개망작은?,5
모비우스,스파이더맨영화와 연관없이 개별적인 영화로알고봄. 그래서인지 재밌게보았음,8
역린,오 저는 영화 너무 세련되게 잘 만든 것 같아요. 재밌었습니다! 잘 봤어요,10
어부바,"아역들 연기력 너무 떨어지고, 연기하는 스타일도 진부하고...연기하는 수준이 무슨 어렸을때 학예회 연극 보는줄 알았네. 넷플릭스로 한 15~20분 보다가 시간 아까워서 껐음.",2
연애 빠진 로맨스,유쾌하게 잘봤습니다.,10
코만도,미키 형...지못미,5
탑건: 매버릭,제발 보세요. 극장에서 안보면 평생 후회합니다. 제발!!!,10
내가 사랑했던 모든 남자들에게: 언제나 그리고 영원히,"시즌 1,2,3를 보면서 중간중간에 설렘을 느낄 수 있어서 좋았다+_+ 나도 케빈같은 남자친구가 얼른 생겼으면 좋겠다 ㅎ",8
탑건: 매버릭,용산 4dx 프라임 2회차 아주 만족,8
더 킬러: 죽어도 되는 아이,재밌다! 나이들어서 중후한 남성미를 보는 장혁을 보고싶다면 꼭 봐라 액션도 시원시원 연기도 시원시원,10
탑건: 매버릭,한마디로 재밌음. 음향소리 평소 안따지지만 이건 돌비관 강추. 전형적인 미국영화여서 9점 줌. 한명 정돈 죽을만한데 아무도 안죽네...끝에 하나 고장나는 스토리도 딱 미국영화~~~ㅋㅋ,9
탑건: 매버릭,톰크루즈 가아니면 이 영화 누가 하리라,10
포레스트 검프,한마디로 이 영화 안본 사람이랑은 대화하기 싫어질 정도인 작품,10
헤어질 결심,재밌고…. 감동적이고……. 그냥 좋아요,10
그대가 조국,뇌수 터지지 않고는 보기 힘든 시대 역행작,1
탑건: 매버릭,탑건을 중학교때 보고 쉰의 나이에 속편을 봤다. 이 영화는 중년남성의 로망을 그려낸 영화 중 최고다.,10
탑건: 매버릭,아~~~몰입도가 엄지척이요~,10
마녀(魔女) Part2. The Other One,초반 도입부가 재미가 떨어지지만 그래도 재미는 있다 3편이 기대된다. 결론은 1편의 재미가 쏠쏠 2편은 좀 약하지만 재밌다 3편이 매우 기대된다,10
워터월드,어릴적에 중화동 동부시장 극장에서 봤었는데 그 당시 망한 영화라고 했었지만 시대를 조금 앞섰던 영화같았다,10
쥬라기 월드: 도미니언,연출이랑 스토리가 왜이래?,6
헤어질 결심,장르는 로맨스가 아니라 박찬욱.,10
커뮤터,기대안했는데 스릴있고 잼나네요 ㅎ,8
탑건: 매버릭,JUST DO IT !!,10
극장판 귀멸의 칼날: 무한열차편,근래 본 애니중 최고였음,10
탑건: 매버릭,"미쳣나봐요 평점 처음 남겨보는데, 와 꼭보세요!!!",10
탑건: 매버릭,"미쳣나봐요 평점 처음 남겨보는데, 와 꼭보세요!!!",10
마녀(魔女) Part2. The Other One,평점이 낮아서 기대없이 봤는데~ 왜 평점이 낮지 하는 의문이 드네요. 영상 스토리 연기 좋았어요. 감독님 이름을 다시 봤다는~재밌있어요. 전 주변에 추천할만큼 볼만 했어요. 굿!!,10
헤어질 결심,제작사 이름도 심지어 모호 필름ㅋㅋㅋ,10
탑건: 매버릭,불가능에서 보여주는 팀워크속 의리 높은완성도에서 오는 전율 탑건은 남자의 영화 그자체,10
뒤틀린 집,이게 2022년에 나온 영화라니 믿기지가 않는다,1
토르: 러브 앤 썬더,3가 잘나와서 그런지 4는 그냥저냥 이였던것 같음오리지널 마블캐릭터인데도 평점안좋은거 보고 걱정했는데 그래도 나름 재밌네요,8
브로커,보면서 일본느낌이 많이난다 싶었는데 감독이 일본사람이였군요~ 일본에서 보던 가족을 모티브로 한 영화와 느낌이 많이 닮아있어요. 노래도 그렇고.... 한국적인 느낌의 영화가 아니라서 좀.. 뭐라그럴까.. 나쁘진않았지만 한국적으로 풀어내었으면 더 특징있었겠다 싶네요. 별 특징이 없는 영화느낌.. 잔잔하고 영상이나 색감도 그렇고 정말 일본풍..,8
마녀(魔女) Part2. The Other One,재밌게 잘봤음 3편을 위한 도약,10
헤어질 결심,그의 세계가 완벽에 다다르는 방법,10
탑건: 매버릭,정말 재밌게 봤어요계속 생각나네요,10
마녀(魔女) Part2. The Other One,3편이 나올지 여운을 남기고 끝나네요! 좋은데요~,10
명탐정 코난: 할로윈의 신부,하.. 도입부부터 눈을 떼지 못 하고 입 벌리고 봄 보는 내내 너무 재밌고 행복했습니다 코난 극장판 영화관에서 봐야하는거 절대 못 참아 절대 못 잃어!,10
마녀(魔女) Part2. The Other One,재미 없다는 애들이 이상하다 마녀의 세계관+ 액션은 최고다♡♡♡,10
탑건: 매버릭,영화보는 내내 내가 비행기를 직접 타는것 같았고 비행기 조종하는 장면이 나올 때 마다 소름이 돋았다,10
엑스맨: 다크 피닉스,레이븐과 진을 이렇게 보내나;;,5
탑건: 매버릭,안 본 사람 없게 해주세요 ㅠㅠ,10
마녀(魔女) Part2. The Other One,기대 안했는데 재미있네요. 3편이 기대됩니다.,10
탑건: 매버릭,오프닝부터 엔딩까지 완벽했다,10
마녀(魔女) Part2. The Other One,상해  얘들 연기력 정말 영화 망침,4
탑건: 매버릭,걍 지림 .. 꼭 보세요 ㅋㅋㅋ,10
마녀(魔女) Part2. The Other One,저는 재미있었습니다.,10
마녀(魔女) Part2. The Other One,재미나던데?,8
마녀(魔女) Part2. The Other One,마녀1을 넘잼있게봐서 2에기대가 넘컸는지 기대보단 못 미쳤지만...잼있었습니다~~ㅎㅎ한국판 마블이될수도 있을것같아요~~,10
